method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score
Fusion Max,splicing_connectors/test/good/077,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\077.png,splicing_connectors/test/good/077.png,splicing_connectors,test,good,77,0,0.6814272923675518
Fusion Max,splicing_connectors/test/good/078,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\078.png,splicing_connectors/test/good/078.png,splicing_connectors,test,good,78,0,-0.5088430903203262
Fusion Max,splicing_connectors/test/good/079,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\079.png,splicing_connectors/test/good/079.png,splicing_connectors,test,good,79,0,-0.6158971517847214
Fusion Max,splicing_connectors/test/good/080,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\080.png,splicing_connectors/test/good/080.png,splicing_connectors,test,good,80,0,1.2220440323555941
Fusion Max,splicing_connectors/test/good/081,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\081.png,splicing_connectors/test/good/081.png,splicing_connectors,test,good,81,0,-0.7063489713437583
Fusion Max,splicing_connectors/test/good/082,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\082.png,splicing_connectors/test/good/082.png,splicing_connectors,test,good,82,0,0.9989176382684681
Fusion Max,splicing_connectors/test/good/083,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\083.png,splicing_connectors/test/good/083.png,splicing_connectors,test,good,83,0,-0.2684086171259388
Fusion Max,splicing_connectors/test/good/084,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\084.png,splicing_connectors/test/good/084.png,splicing_connectors,test,good,84,0,0.4545301630313057
Fusion Max,splicing_connectors/test/good/085,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\085.png,splicing_connectors/test/good/085.png,splicing_connectors,test,good,85,0,1.7962204142074174
Fusion Max,splicing_connectors/test/good/086,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\086.png,splicing_connectors/test/good/086.png,splicing_connectors,test,good,86,0,2.1619097480032368
Fusion Max,splicing_connectors/test/good/087,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\087.png,splicing_connectors/test/good/087.png,splicing_connectors,test,good,87,0,-0.016670494248875276
Fusion Max,splicing_connectors/test/good/088,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\088.png,splicing_connectors/test/good/088.png,splicing_connectors,test,good,88,0,1.9130377554148328
Fusion Max,splicing_connectors/test/good/089,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\089.png,splicing_connectors/test/good/089.png,splicing_connectors,test,good,89,0,0.31090502482361365
Fusion Max,splicing_connectors/test/good/090,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\090.png,splicing_connectors/test/good/090.png,splicing_connectors,test,good,90,0,0.37766882553962283
Fusion Max,splicing_connectors/test/good/091,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\091.png,splicing_connectors/test/good/091.png,splicing_connectors,test,good,91,0,0.8350428431166255
Fusion Max,splicing_connectors/test/good/092,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\092.png,splicing_connectors/test/good/092.png,splicing_connectors,test,good,92,0,3.2905426388001
Fusion Max,splicing_connectors/test/good/093,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\093.png,splicing_connectors/test/good/093.png,splicing_connectors,test,good,93,0,-0.43334483398656964
Fusion Max,splicing_connectors/test/good/094,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\094.png,splicing_connectors/test/good/094.png,splicing_connectors,test,good,94,0,-0.4754807377513283
Fusion Max,splicing_connectors/test/good/095,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\095.png,splicing_connectors/test/good/095.png,splicing_connectors,test,good,95,0,0.02969285515538977
Fusion Max,splicing_connectors/test/good/096,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\096.png,splicing_connectors/test/good/096.png,splicing_connectors,test,good,96,0,0.0753881419774957
Fusion Max,splicing_connectors/test/good/097,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\097.png,splicing_connectors/test/good/097.png,splicing_connectors,test,good,97,0,0.0553043027061933
Fusion Max,splicing_connectors/test/good/098,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\098.png,splicing_connectors/test/good/098.png,splicing_connectors,test,good,98,0,0.0903083169074021
Fusion Max,splicing_connectors/test/good/099,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\099.png,splicing_connectors/test/good/099.png,splicing_connectors,test,good,99,0,1.5980623442946487
Fusion Max,splicing_connectors/test/good/100,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\100.png,splicing_connectors/test/good/100.png,splicing_connectors,test,good,100,0,2.0078155651946936
Fusion Max,splicing_connectors/test/good/101,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\101.png,splicing_connectors/test/good/101.png,splicing_connectors,test,good,101,0,-0.3925407027877452
Fusion Max,splicing_connectors/test/good/102,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\102.png,splicing_connectors/test/good/102.png,splicing_connectors,test,good,102,0,-0.2395122173823857
Fusion Max,splicing_connectors/test/good/103,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\103.png,splicing_connectors/test/good/103.png,splicing_connectors,test,good,103,0,1.5129622041957866
Fusion Max,splicing_connectors/test/good/104,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\104.png,splicing_connectors/test/good/104.png,splicing_connectors,test,good,104,0,0.09222982333496152
Fusion Max,splicing_connectors/test/good/105,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\105.png,splicing_connectors/test/good/105.png,splicing_connectors,test,good,105,0,-0.06784983351253664
Fusion Max,splicing_connectors/test/good/106,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\106.png,splicing_connectors/test/good/106.png,splicing_connectors,test,good,106,0,-0.2257577322191578
Fusion Max,splicing_connectors/test/good/107,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\107.png,splicing_connectors/test/good/107.png,splicing_connectors,test,good,107,0,0.8842356144092496
Fusion Max,splicing_connectors/test/good/108,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\108.png,splicing_connectors/test/good/108.png,splicing_connectors,test,good,108,0,-0.6521405816580106
Fusion Max,splicing_connectors/test/good/109,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\109.png,splicing_connectors/test/good/109.png,splicing_connectors,test,good,109,0,0.2929215630489437
Fusion Max,splicing_connectors/test/good/110,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\110.png,splicing_connectors/test/good/110.png,splicing_connectors,test,good,110,0,-0.4787333141697122
Fusion Max,splicing_connectors/test/good/111,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\111.png,splicing_connectors/test/good/111.png,splicing_connectors,test,good,111,0,0.9518019215973981
Fusion Max,splicing_connectors/test/good/112,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\112.png,splicing_connectors/test/good/112.png,splicing_connectors,test,good,112,0,0.38639253880553726
Fusion Max,splicing_connectors/test/good/113,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\113.png,splicing_connectors/test/good/113.png,splicing_connectors,test,good,113,0,-0.754098717014553
Fusion Max,splicing_connectors/test/good/114,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\114.png,splicing_connectors/test/good/114.png,splicing_connectors,test,good,114,0,0.45942423486729767
Fusion Max,splicing_connectors/test/good/115,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\115.png,splicing_connectors/test/good/115.png,splicing_connectors,test,good,115,0,1.1290391242319047
Fusion Max,splicing_connectors/test/good/116,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\116.png,splicing_connectors/test/good/116.png,splicing_connectors,test,good,116,0,0.06404346264704237
Fusion Max,splicing_connectors/test/good/117,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\117.png,splicing_connectors/test/good/117.png,splicing_connectors,test,good,117,0,1.3506399581024138
Fusion Max,splicing_connectors/test/good/118,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\good\118.png,splicing_connectors/test/good/118.png,splicing_connectors,test,good,118,0,0.10650315404092008
Fusion Max,splicing_connectors/test/logical_anomalies/000,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\000.png,splicing_connectors/test/logical_anomalies/000.png,splicing_connectors,test,logical_anomalies,0,1,-0.30752017945346916
Fusion Max,splicing_connectors/test/logical_anomalies/001,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\001.png,splicing_connectors/test/logical_anomalies/001.png,splicing_connectors,test,logical_anomalies,1,1,1.051583563373517
Fusion Max,splicing_connectors/test/logical_anomalies/002,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\002.png,splicing_connectors/test/logical_anomalies/002.png,splicing_connectors,test,logical_anomalies,2,1,-0.44271343545364494
Fusion Max,splicing_connectors/test/logical_anomalies/003,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\003.png,splicing_connectors/test/logical_anomalies/003.png,splicing_connectors,test,logical_anomalies,3,1,0.13429340228896802
Fusion Max,splicing_connectors/test/logical_anomalies/004,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\004.png,splicing_connectors/test/logical_anomalies/004.png,splicing_connectors,test,logical_anomalies,4,1,0.1601328489885556
Fusion Max,splicing_connectors/test/logical_anomalies/005,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\005.png,splicing_connectors/test/logical_anomalies/005.png,splicing_connectors,test,logical_anomalies,5,1,-0.2783657043647412
Fusion Max,splicing_connectors/test/logical_anomalies/006,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\006.png,splicing_connectors/test/logical_anomalies/006.png,splicing_connectors,test,logical_anomalies,6,1,1.249246428366298
Fusion Max,splicing_connectors/test/logical_anomalies/007,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\007.png,splicing_connectors/test/logical_anomalies/007.png,splicing_connectors,test,logical_anomalies,7,1,-0.5135760455266349
Fusion Max,splicing_connectors/test/logical_anomalies/008,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\008.png,splicing_connectors/test/logical_anomalies/008.png,splicing_connectors,test,logical_anomalies,8,1,-0.5044401391275665
Fusion Max,splicing_connectors/test/logical_anomalies/009,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\009.png,splicing_connectors/test/logical_anomalies/009.png,splicing_connectors,test,logical_anomalies,9,1,-0.14332688377404976
Fusion Max,splicing_connectors/test/logical_anomalies/010,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\010.png,splicing_connectors/test/logical_anomalies/010.png,splicing_connectors,test,logical_anomalies,10,1,0.4040523994483594
Fusion Max,splicing_connectors/test/logical_anomalies/011,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\011.png,splicing_connectors/test/logical_anomalies/011.png,splicing_connectors,test,logical_anomalies,11,1,-0.0225884617027809
Fusion Max,splicing_connectors/test/logical_anomalies/012,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\012.png,splicing_connectors/test/logical_anomalies/012.png,splicing_connectors,test,logical_anomalies,12,1,-0.29454375266365146
Fusion Max,splicing_connectors/test/logical_anomalies/013,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\013.png,splicing_connectors/test/logical_anomalies/013.png,splicing_connectors,test,logical_anomalies,13,1,0.6428020117044488
Fusion Max,splicing_connectors/test/logical_anomalies/014,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\014.png,splicing_connectors/test/logical_anomalies/014.png,splicing_connectors,test,logical_anomalies,14,1,0.587397935615034
Fusion Max,splicing_connectors/test/logical_anomalies/015,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\015.png,splicing_connectors/test/logical_anomalies/015.png,splicing_connectors,test,logical_anomalies,15,1,1.5408011820395737
Fusion Max,splicing_connectors/test/logical_anomalies/016,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\016.png,splicing_connectors/test/logical_anomalies/016.png,splicing_connectors,test,logical_anomalies,16,1,0.065412098689818
Fusion Max,splicing_connectors/test/logical_anomalies/017,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\017.png,splicing_connectors/test/logical_anomalies/017.png,splicing_connectors,test,logical_anomalies,17,1,-0.19172532059442168
Fusion Max,splicing_connectors/test/logical_anomalies/018,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\018.png,splicing_connectors/test/logical_anomalies/018.png,splicing_connectors,test,logical_anomalies,18,1,-0.10963552073852481
Fusion Max,splicing_connectors/test/logical_anomalies/019,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\019.png,splicing_connectors/test/logical_anomalies/019.png,splicing_connectors,test,logical_anomalies,19,1,-0.43639365494152815
Fusion Max,splicing_connectors/test/logical_anomalies/020,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\020.png,splicing_connectors/test/logical_anomalies/020.png,splicing_connectors,test,logical_anomalies,20,1,2.3486481500869516
Fusion Max,splicing_connectors/test/logical_anomalies/021,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\021.png,splicing_connectors/test/logical_anomalies/021.png,splicing_connectors,test,logical_anomalies,21,1,-0.2209546086394828
Fusion Max,splicing_connectors/test/logical_anomalies/022,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\022.png,splicing_connectors/test/logical_anomalies/022.png,splicing_connectors,test,logical_anomalies,22,1,-0.3471946157430197
Fusion Max,splicing_connectors/test/logical_anomalies/023,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\023.png,splicing_connectors/test/logical_anomalies/023.png,splicing_connectors,test,logical_anomalies,23,1,0.13999336218484962
Fusion Max,splicing_connectors/test/logical_anomalies/024,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\024.png,splicing_connectors/test/logical_anomalies/024.png,splicing_connectors,test,logical_anomalies,24,1,-0.3058314738774257
Fusion Max,splicing_connectors/test/logical_anomalies/025,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\025.png,splicing_connectors/test/logical_anomalies/025.png,splicing_connectors,test,logical_anomalies,25,1,0.1330966714717937
Fusion Max,splicing_connectors/test/logical_anomalies/026,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\026.png,splicing_connectors/test/logical_anomalies/026.png,splicing_connectors,test,logical_anomalies,26,1,-0.3180464518255296
Fusion Max,splicing_connectors/test/logical_anomalies/027,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\027.png,splicing_connectors/test/logical_anomalies/027.png,splicing_connectors,test,logical_anomalies,27,1,0.4466346593083191
Fusion Max,splicing_connectors/test/logical_anomalies/028,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\028.png,splicing_connectors/test/logical_anomalies/028.png,splicing_connectors,test,logical_anomalies,28,1,-0.8281897734761273
Fusion Max,splicing_connectors/test/logical_anomalies/029,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\029.png,splicing_connectors/test/logical_anomalies/029.png,splicing_connectors,test,logical_anomalies,29,1,-0.23319687027282654
Fusion Max,splicing_connectors/test/logical_anomalies/030,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\030.png,splicing_connectors/test/logical_anomalies/030.png,splicing_connectors,test,logical_anomalies,30,1,0.5552740163620571
Fusion Max,splicing_connectors/test/logical_anomalies/031,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\031.png,splicing_connectors/test/logical_anomalies/031.png,splicing_connectors,test,logical_anomalies,31,1,1.4414663060997728
Fusion Max,splicing_connectors/test/logical_anomalies/032,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\032.png,splicing_connectors/test/logical_anomalies/032.png,splicing_connectors,test,logical_anomalies,32,1,-0.0654720146211664
Fusion Max,splicing_connectors/test/logical_anomalies/033,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\033.png,splicing_connectors/test/logical_anomalies/033.png,splicing_connectors,test,logical_anomalies,33,1,4.19803274198941
Fusion Max,splicing_connectors/test/logical_anomalies/034,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\034.png,splicing_connectors/test/logical_anomalies/034.png,splicing_connectors,test,logical_anomalies,34,1,3.7950592619237757
Fusion Max,splicing_connectors/test/logical_anomalies/035,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\035.png,splicing_connectors/test/logical_anomalies/035.png,splicing_connectors,test,logical_anomalies,35,1,1.525934007878942
Fusion Max,splicing_connectors/test/logical_anomalies/036,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\036.png,splicing_connectors/test/logical_anomalies/036.png,splicing_connectors,test,logical_anomalies,36,1,0.3602178579775065
Fusion Max,splicing_connectors/test/logical_anomalies/037,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\037.png,splicing_connectors/test/logical_anomalies/037.png,splicing_connectors,test,logical_anomalies,37,1,1.9858157029361367
Fusion Max,splicing_connectors/test/logical_anomalies/038,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\038.png,splicing_connectors/test/logical_anomalies/038.png,splicing_connectors,test,logical_anomalies,38,1,1.4406573885783815
Fusion Max,splicing_connectors/test/logical_anomalies/039,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\039.png,splicing_connectors/test/logical_anomalies/039.png,splicing_connectors,test,logical_anomalies,39,1,2.598616832876648
Fusion Max,splicing_connectors/test/logical_anomalies/040,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\040.png,splicing_connectors/test/logical_anomalies/040.png,splicing_connectors,test,logical_anomalies,40,1,3.056046292365519
Fusion Max,splicing_connectors/test/logical_anomalies/041,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\041.png,splicing_connectors/test/logical_anomalies/041.png,splicing_connectors,test,logical_anomalies,41,1,3.9542926262403335
Fusion Max,splicing_connectors/test/logical_anomalies/042,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\042.png,splicing_connectors/test/logical_anomalies/042.png,splicing_connectors,test,logical_anomalies,42,1,0.5845360435115764
Fusion Max,splicing_connectors/test/logical_anomalies/043,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\043.png,splicing_connectors/test/logical_anomalies/043.png,splicing_connectors,test,logical_anomalies,43,1,3.596261658857611
Fusion Max,splicing_connectors/test/logical_anomalies/044,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\044.png,splicing_connectors/test/logical_anomalies/044.png,splicing_connectors,test,logical_anomalies,44,1,0.9597441386613044
Fusion Max,splicing_connectors/test/logical_anomalies/045,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\045.png,splicing_connectors/test/logical_anomalies/045.png,splicing_connectors,test,logical_anomalies,45,1,1.6281130016849756
Fusion Max,splicing_connectors/test/logical_anomalies/046,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\046.png,splicing_connectors/test/logical_anomalies/046.png,splicing_connectors,test,logical_anomalies,46,1,2.6151225225859727
Fusion Max,splicing_connectors/test/logical_anomalies/047,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\047.png,splicing_connectors/test/logical_anomalies/047.png,splicing_connectors,test,logical_anomalies,47,1,1.5174073522690732
Fusion Max,splicing_connectors/test/logical_anomalies/048,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\048.png,splicing_connectors/test/logical_anomalies/048.png,splicing_connectors,test,logical_anomalies,48,1,1.1730361921236492
Fusion Max,splicing_connectors/test/logical_anomalies/049,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\049.png,splicing_connectors/test/logical_anomalies/049.png,splicing_connectors,test,logical_anomalies,49,1,1.650063128572029
Fusion Max,splicing_connectors/test/logical_anomalies/050,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\050.png,splicing_connectors/test/logical_anomalies/050.png,splicing_connectors,test,logical_anomalies,50,1,2.1840727897937935
Fusion Max,splicing_connectors/test/logical_anomalies/051,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\051.png,splicing_connectors/test/logical_anomalies/051.png,splicing_connectors,test,logical_anomalies,51,1,1.5948660172721694
Fusion Max,splicing_connectors/test/logical_anomalies/052,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\052.png,splicing_connectors/test/logical_anomalies/052.png,splicing_connectors,test,logical_anomalies,52,1,2.4773172744790988
Fusion Max,splicing_connectors/test/logical_anomalies/053,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\053.png,splicing_connectors/test/logical_anomalies/053.png,splicing_connectors,test,logical_anomalies,53,1,0.4417944736238392
Fusion Max,splicing_connectors/test/logical_anomalies/054,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\054.png,splicing_connectors/test/logical_anomalies/054.png,splicing_connectors,test,logical_anomalies,54,1,0.4256688700886993
Fusion Max,splicing_connectors/test/logical_anomalies/055,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\055.png,splicing_connectors/test/logical_anomalies/055.png,splicing_connectors,test,logical_anomalies,55,1,1.2478414517243195
Fusion Max,splicing_connectors/test/logical_anomalies/056,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\splicing_connectors\test\logical_anomalies\056.png,splicing_connectors/test/logical_anomalies/056.png,splicing_connectors,test,logical_anomalies,56,1,2.2328362327474345
